gene,clinvar_plp_variant_count,exact_af_covered_count,popmax_gt_1e_5_count,popmax_gt_1e_4_count,global_gt_1e_5_count,global_gt_1e_4_count,popmax_gt_1e_5_fraction,popmax_gt_1e_4_fraction,gene_frequency_constraint_proxy,gene_frequency_constraint_label
VHL,2,1,0,0,0,0,0.0,0.0,0.75,frequency_constrained
WDFY3,1,1,0,0,0,0,0.0,0.0,0.75,frequency_constrained
LDLR,8,3,1,0,0,0,0.3333333333333333,0.0,0.625,intermediate
BCHE,2,2,1,0,1,0,0.5,0.0,0.5,intermediate
DNMT3A,2,2,1,0,0,0,0.5,0.0,0.5,intermediate
KMT2D,2,2,1,0,0,0,0.5,0.0,0.5,intermediate
NEB,4,2,1,0,0,0,0.5,0.0,0.5,intermediate
AAGAB,1,0,0,0,0,0,,,0.5,intermediate
ABCD1,1,0,0,0,0,0,,,0.5,intermediate
ACADM,1,0,0,0,0,0,,,0.5,intermediate
ACADVL,1,0,0,0,0,0,,,0.5,intermediate
ACOX1,1,0,0,0,0,0,,,0.5,intermediate
ADAMTS13,1,0,0,0,0,0,,,0.5,intermediate
ADNP,2,0,0,0,0,0,,,0.5,intermediate
AGL,1,0,0,0,0,0,,,0.5,intermediate
AHDC1,1,0,0,0,0,0,,,0.5,intermediate
AIRE,1,0,0,0,0,0,,,0.5,intermediate
ANK1,2,0,0,0,0,0,,,0.5,intermediate
ANKRD11,4,0,0,0,0,0,,,0.5,intermediate
ARF1,1,0,0,0,0,0,,,0.5,intermediate
ARID1B,2,0,0,0,0,0,,,0.5,intermediate
ARID2,1,0,0,0,0,0,,,0.5,intermediate
ARL2BP,1,0,0,0,0,0,,,0.5,intermediate
ATP6AP2,1,0,0,0,0,0,,,0.5,intermediate
ATP7A,1,0,0,0,0,0,,,0.5,intermediate
AXIN2,1,0,0,0,0,0,,,0.5,intermediate
BAP1,2,0,0,0,0,0,,,0.5,intermediate
BBS1,1,0,0,0,0,0,,,0.5,intermediate
BBS2,1,0,0,0,0,0,,,0.5,intermediate
BCL11A,1,0,0,0,0,0,,,0.5,intermediate
BLTP1,1,0,0,0,0,0,,,0.5,intermediate
BMPR1B,1,0,0,0,0,0,,,0.5,intermediate
BMPR2,1,0,0,0,0,0,,,0.5,intermediate
C9,1,0,0,0,0,0,,,0.5,intermediate
CACNA1S,1,0,0,0,0,0,,,0.5,intermediate
CASK,1,0,0,0,0,0,,,0.5,intermediate
CASR,2,0,0,0,0,0,,,0.5,intermediate
CCDC8,1,0,0,0,0,0,,,0.5,intermediate
CDC73,1,0,0,0,0,0,,,0.5,intermediate
CDH1,2,0,0,0,0,0,,,0.5,intermediate
CDKL5,1,0,0,0,0,0,,,0.5,intermediate
CERS3,1,0,0,0,0,0,,,0.5,intermediate
CHD2,1,0,0,0,0,0,,,0.5,intermediate
CHD7,4,0,0,0,0,0,,,0.5,intermediate
CHD8,1,0,0,0,0,0,,,0.5,intermediate
CHEK2,1,0,0,0,0,0,,,0.5,intermediate
CLCN1,1,0,0,0,0,0,,,0.5,intermediate
CNGA3,1,0,0,0,0,0,,,0.5,intermediate
COL1A1,3,0,0,0,0,0,,,0.5,intermediate
COL3A1,2,0,0,0,0,0,,,0.5,intermediate
COL4A1,1,0,0,0,0,0,,,0.5,intermediate
COL4A3,1,0,0,0,0,0,,,0.5,intermediate
COL4A4,1,0,0,0,0,0,,,0.5,intermediate
COL4A5,2,0,0,0,0,0,,,0.5,intermediate
COL5A1,1,0,0,0,0,0,,,0.5,intermediate
COL6A1,2,0,0,0,0,0,,,0.5,intermediate
CORO1A,1,0,0,0,0,0,,,0.5,intermediate
CPT1A,1,0,0,0,0,0,,,0.5,intermediate
CSRP3,1,0,0,0,0,0,,,0.5,intermediate
CTNNA1,1,0,0,0,0,0,,,0.5,intermediate
CYBB,1,0,0,0,0,0,,,0.5,intermediate
CYLD,1,0,0,0,0,0,,,0.5,intermediate
DCDC2,1,0,0,0,0,0,,,0.5,intermediate
DCX,1,0,0,0,0,0,,,0.5,intermediate
DDX3X,1,0,0,0,0,0,,,0.5,intermediate
DICER1,1,0,0,0,0,0,,,0.5,intermediate
DMD,6,0,0,0,0,0,,,0.5,intermediate
DNAH11,1,0,0,0,0,0,,,0.5,intermediate
DOCK8,1,0,0,0,0,0,,,0.5,intermediate
DSG2,1,0,0,0,0,0,,,0.5,intermediate
DSP,2,0,0,0,0,0,,,0.5,intermediate
DYRK1A,1,0,0,0,0,0,,,0.5,intermediate
DYSF,1,0,0,0,0,0,,,0.5,intermediate
ELP1,1,0,0,0,0,0,,,0.5,intermediate
EP300,1,0,0,0,0,0,,,0.5,intermediate
ETHE1,1,0,0,0,0,0,,,0.5,intermediate
EXT1,2,0,0,0,0,0,,,0.5,intermediate
EXT2,1,0,0,0,0,0,,,0.5,intermediate
EYS,1,0,0,0,0,0,,,0.5,intermediate
F9,1,0,0,0,0,0,,,0.5,intermediate
FAM20A,1,0,0,0,0,0,,,0.5,intermediate
FANCC,2,0,0,0,0,0,,,0.5,intermediate
FAT4,1,0,0,0,0,0,,,0.5,intermediate
FBN1,5,0,0,0,0,0,,,0.5,intermediate
FBXL4,1,0,0,0,0,0,,,0.5,intermediate
FLCN,1,0,0,0,0,0,,,0.5,intermediate
FOXC1,1,0,0,0,0,0,,,0.5,intermediate
FXN,1,0,0,0,0,0,,,0.5,intermediate
GALT,1,0,0,0,0,0,,,0.5,intermediate
GARS1,1,0,0,0,0,0,,,0.5,intermediate
GCH1,1,0,0,0,0,0,,,0.5,intermediate
GDI1,1,0,0,0,0,0,,,0.5,intermediate
GJB1,1,0,0,0,0,0,,,0.5,intermediate
GPR143,1,0,0,0,0,0,,,0.5,intermediate
GRIN2A,1,0,0,0,0,0,,,0.5,intermediate
HNF1A,1,0,0,0,0,0,,,0.5,intermediate
HNRNPU,1,0,0,0,0,0,,,0.5,intermediate
HPS4,1,0,0,0,0,0,,,0.5,intermediate
IDUA,1,0,0,0,0,0,,,0.5,intermediate
IGF2,1,0,0,0,0,0,,,0.5,intermediate
IKZF1,1,0,0,0,0,0,,,0.5,intermediate
IL12RB1,1,0,0,0,0,0,,,0.5,intermediate
INF2,1,0,0,0,0,0,,,0.5,intermediate
IRAK4,1,0,0,0,0,0,,,0.5,intermediate
ITCH,1,0,0,0,0,0,,,0.5,intermediate
KAT6B,1,0,0,0,0,0,,,0.5,intermediate
KCNJ2,1,0,0,0,0,0,,,0.5,intermediate
KCNQ1,1,0,0,0,0,0,,,0.5,intermediate
KDM5C,1,0,0,0,0,0,,,0.5,intermediate
KIT,1,0,0,0,0,0,,,0.5,intermediate
KMT2A,2,0,0,0,0,0,,,0.5,intermediate
KMT5B,1,0,0,0,0,0,,,0.5,intermediate
KRIT1,1,0,0,0,0,0,,,0.5,intermediate
KRT6A,1,0,0,0,0,0,,,0.5,intermediate
LAMA1,1,0,0,0,0,0,,,0.5,intermediate
LAMA2,1,0,0,0,0,0,,,0.5,intermediate
LARP7,1,0,0,0,0,0,,,0.5,intermediate
LHX3,2,0,0,0,0,0,,,0.5,intermediate
MAN2B1,2,0,0,0,0,0,,,0.5,intermediate
MLC1,1,0,0,0,0,0,,,0.5,intermediate
MPC1,1,0,0,0,0,0,,,0.5,intermediate
MSH2,4,0,0,0,0,0,,,0.5,intermediate
MT-ND1,1,0,0,0,0,0,,,0.5,intermediate
MYBPC3,1,0,0,0,0,0,,,0.5,intermediate
MYH7,2,0,0,0,0,0,,,0.5,intermediate
MYL2,1,0,0,0,0,0,,,0.5,intermediate
MYO6,1,0,0,0,0,0,,,0.5,intermediate
MYPN,1,0,0,0,0,0,,,0.5,intermediate
NAGS,2,0,0,0,0,0,,,0.5,intermediate
NBAS,1,0,0,0,0,0,,,0.5,intermediate
NBEA,1,0,0,0,0,0,,,0.5,intermediate
NDP,1,0,0,0,0,0,,,0.5,intermediate
NDUFA10,1,0,0,0,0,0,,,0.5,intermediate
NF1,9,0,0,0,0,0,,,0.5,intermediate
NF2,1,0,0,0,0,0,,,0.5,intermediate
NHEJ1,1,0,0,0,0,0,,,0.5,intermediate
NIPBL,1,0,0,0,0,0,,,0.5,intermediate
NOTCH3,1,0,0,0,0,0,,,0.5,intermediate
NR3C2,1,0,0,0,0,0,,,0.5,intermediate
NSD1,1,0,0,0,0,0,,,0.5,intermediate
OFD1,1,0,0,0,0,0,,,0.5,intermediate
ORC6,1,0,0,0,0,0,,,0.5,intermediate
OTC,1,0,0,0,0,0,,,0.5,intermediate
PAX2,1,0,0,0,0,0,,,0.5,intermediate
PAX3,1,0,0,0,0,0,,,0.5,intermediate
PAX6,1,0,0,0,0,0,,,0.5,intermediate
PBX1,1,0,0,0,0,0,,,0.5,intermediate
PCDH19,1,0,0,0,0,0,,,0.5,intermediate
PDHA1,1,0,0,0,0,0,,,0.5,intermediate
PDZD7,1,0,0,0,0,0,,,0.5,intermediate
PDZD8,1,0,0,0,0,0,,,0.5,intermediate
PIEZO2,1,0,0,0,0,0,,,0.5,intermediate
PIGK,1,0,0,0,0,0,,,0.5,intermediate
PIK3CA,1,0,0,0,0,0,,,0.5,intermediate
PKP1,1,0,0,0,0,0,,,0.5,intermediate
PMM2,1,0,0,0,0,0,,,0.5,intermediate
PMS2,2,0,0,0,0,0,,,0.5,intermediate
POGZ,1,0,0,0,0,0,,,0.5,intermediate
POMGNT1,1,0,0,0,0,0,,,0.5,intermediate
POMT1,2,0,0,0,0,0,,,0.5,intermediate
PRKAG2,1,0,0,0,0,0,,,0.5,intermediate
PROS1,1,0,0,0,0,0,,,0.5,intermediate
PRPF8,1,0,0,0,0,0,,,0.5,intermediate
PRPH2,1,0,0,0,0,0,,,0.5,intermediate
PUF60,1,0,0,0,0,0,,,0.5,intermediate
RAC1,1,0,0,0,0,0,,,0.5,intermediate
RAD51D,1,0,0,0,0,0,,,0.5,intermediate
RAG2,1,0,0,0,0,0,,,0.5,intermediate
RAPSN,1,0,0,0,0,0,,,0.5,intermediate
RASA1,1,0,0,0,0,0,,,0.5,intermediate
RB1,2,0,0,0,0,0,,,0.5,intermediate
RET,1,0,0,0,0,0,,,0.5,intermediate
RLBP1,1,0,0,0,0,0,,,0.5,intermediate
RPGR,3,0,0,0,0,0,,,0.5,intermediate
RS1,1,0,0,0,0,0,,,0.5,intermediate
RYR1,1,0,0,0,0,0,,,0.5,intermediate
RYR2,2,0,0,0,0,0,,,0.5,intermediate
SACS,1,0,0,0,0,0,,,0.5,intermediate
SATB2,1,0,0,0,0,0,,,0.5,intermediate
SCN1A,4,0,0,0,0,0,,,0.5,intermediate
SCN2A,1,0,0,0,0,0,,,0.5,intermediate
SCYL1,1,0,0,0,0,0,,,0.5,intermediate
SDHB,1,0,0,0,0,0,,,0.5,intermediate
SDHD,1,0,0,0,0,0,,,0.5,intermediate
SET,1,0,0,0,0,0,,,0.5,intermediate
SETD5,1,0,0,0,0,0,,,0.5,intermediate
SETX,1,0,0,0,0,0,,,0.5,intermediate
SHOX,1,0,0,0,0,0,,,0.5,intermediate
SLC2A1,1,0,0,0,0,0,,,0.5,intermediate
SLC6A1;SLC6A1-AS1,1,0,0,0,0,0,,,0.5,intermediate
SMAD2,1,0,0,0,0,0,,,0.5,intermediate
SMCHD1,2,0,0,0,0,0,,,0.5,intermediate
SMPD1,1,0,0,0,0,0,,,0.5,intermediate
SOX9,1,0,0,0,0,0,,,0.5,intermediate
SPRED1,1,0,0,0,0,0,,,0.5,intermediate
SPTB,2,0,0,0,0,0,,,0.5,intermediate
SPTBN2,1,0,0,0,0,0,,,0.5,intermediate
SPTBN4,1,0,0,0,0,0,,,0.5,intermediate
STAT3,1,0,0,0,0,0,,,0.5,intermediate
STIL,1,0,0,0,0,0,,,0.5,intermediate
STXBP1,2,0,0,0,0,0,,,0.5,intermediate
SYNGAP1,1,0,0,0,0,0,,,0.5,intermediate
TCF4,1,0,0,0,0,0,,,0.5,intermediate
TCOF1,1,0,0,0,0,0,,,0.5,intermediate
TECTA,1,0,0,0,0,0,,,0.5,intermediate
TEX11,1,0,0,0,0,0,,,0.5,intermediate
TNXB,1,0,0,0,0,0,,,0.5,intermediate
TRMU,1,0,0,0,0,0,,,0.5,intermediate
TRPC6,1,0,0,0,0,0,,,0.5,intermediate
TRPM3,1,0,0,0,0,0,,,0.5,intermediate
TSC1,1,0,0,0,0,0,,,0.5,intermediate
TTBK2,1,0,0,0,0,0,,,0.5,intermediate
TTN,1,0,0,0,0,0,,,0.5,intermediate
TTR,1,0,0,0,0,0,,,0.5,intermediate
TUBA1A,2,0,0,0,0,0,,,0.5,intermediate
UBA5,1,0,0,0,0,0,,,0.5,intermediate
UBE3A,1,0,0,0,0,0,,,0.5,intermediate
UMOD,1,0,0,0,0,0,,,0.5,intermediate
UNC80,1,0,0,0,0,0,,,0.5,intermediate
USH2A,2,0,0,0,0,0,,,0.5,intermediate
VPS13B,1,0,0,0,0,0,,,0.5,intermediate
VRK1,1,0,0,0,0,0,,,0.5,intermediate
WAC,1,0,0,0,0,0,,,0.5,intermediate
WDR26,1,0,0,0,0,0,,,0.5,intermediate
WDR35,1,0,0,0,0,0,,,0.5,intermediate
WNT10A,1,0,0,0,0,0,,,0.5,intermediate
XPC,1,0,0,0,0,0,,,0.5,intermediate
ZEB2,1,0,0,0,0,0,,,0.5,intermediate
ZFP57,1,0,0,0,0,0,,,0.5,intermediate
ZFYVE26,1,0,0,0,0,0,,,0.5,intermediate
ZMIZ1,1,0,0,0,0,0,,,0.5,intermediate
ZNF148,1,0,0,0,0,0,,,0.5,intermediate
AAAS,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
ACVRL1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
ADGRG1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
ALOX12B,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
ALPK3,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
ANKRD26,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
ARSB,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
ARSG,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
ATP7B,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
BRAF,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
BRIP1,4,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
C2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
CAPN3,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
CBS,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
COL11A2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
COL18A1,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
COL7A1,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
CYP11B2,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
CYP21A2,1,1,1,1,1,1,1.0,1.0,0.25,permissive_or_founder_prone
CYP24A1,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
DBT,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
DDX41,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
EVC2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
F8,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
FLG,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
GABRG2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
GAL3ST2,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
GALNS,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
GBE1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
GJB2,1,1,1,1,1,1,1.0,1.0,0.25,permissive_or_founder_prone
GNE,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
GNPAT,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
GOSR2,1,1,1,1,1,1,1.0,1.0,0.25,permissive_or_founder_prone
GYS1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
IPO8,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
KRT5,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
LZTR1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
MCPH1,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
MKKS,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
MSH6,6,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
MUC4,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
MVK,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
NDRG1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
NPC1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PALB2,4,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PDE6A,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
PDE6C,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
PFKM,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PIGN,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
PLA2G6,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
PNKP,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PRPF6,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RARS2,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RMRP,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
RNASEH2A,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RSPH1,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
SCUBE3,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SETD1B,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC12A3,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC17A5,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC26A4,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SNCB,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
SUOX,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
TBX6,1,1,1,1,1,1,1.0,1.0,0.25,permissive_or_founder_prone
TDP1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
THRB,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TMEM67,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TP53,6,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TRIP4,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
TRPM1,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
TUBGCP6,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
ATM,6,2,2,0,0,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
CFTR,4,2,2,0,1,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
CNGB1,2,2,2,0,0,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
GAA,2,2,2,1,1,0,1.0,0.5,0.16666666666666666,permissive_or_founder_prone
VWF,3,2,2,1,2,0,1.0,0.5,0.16666666666666666,permissive_or_founder_prone
